1728212624.5847175,64
1111521367.5213675,64
1155982222.2222223,64
1209748837.2093024,64
952992700.7299271,128
975238095.2380953,128
1095416885.1599371,128
1121288244.7665055,128
886866331.6582915,192
960666258.4200858,192
983622126.2365891,192
1153694394.5089066,192
886230972.7955965,256
932344887.1071022,256
951497215.592681,256
966378946.1534023,256
901227188.2101784,320
923043067.3306155,320
931121040.4986197,320
959760623.0840312,320
890527330.2782633,384
905891580.1614764,384
911579459.8167149,384
917845449.6761942,384
894122378.6840285,448
905731371.5801257,448
911434558.6929497,448
903058523.0729011,448
886828238.4687629,512
892768296.5803772,512
905425028.2762463,512
915129850.8073872,512
911050668.2444329,576
1006786649.0904297,576
1172576545.0408542,576
1365811892.2012198,576
1581366932.1001441,640
1799824098.5048373,640
2132490993.8330655,640
2400777225.8170953,640
2645697236.4287558,704
2933922273.318215,704
2928377946.4071994,704
2901486718.5939684,704
2963056984.644386,768
2960121624.6701913,768
2968653157.584104,768
2929330322.188214,768
2896086985.617285,832
2854068403.319259,832
2972644600.1848917,832
2924025857.7114654,832
2947880505.5816956,896
2944909965.652631,896
2971469251.8646035,896
2972833153.7998724,896
2873509708.8877225,960
2889627700.421872,960
2775572519.0839696,960
2967137435.7012715,960
2859340023.312352,1024
2781685899.0890727,1024
2905358219.2383437,1024
2853827584.5105534,1024
