631607576.4934434,64
759290491.421925,128
771972399.3132634,192
770990464.1750429,256
776202971.3070999,320
774261855.373683,384
774146792.6125319,448
773625213.114281,512
773792174.4240239,576
769587989.760341,640
767977163.2722512,704
765522415.9999272,768
764906287.7787462,832
757909182.6846442,896
760110405.2001503,960
763515929.1350414,1024
