2733057793.345009,64,-O2
2801927366.540981,192,-O2
2922012503.721346,320,-O2
2853248759.7223473,448,-O2
2788013258.3777466,576,-O2
2788888062.944763,704,-O2
2767371699.0521154,832,-O2
2682313614.7234626,960,-O2
2538109649.7021866,1088,-O2
2277293875.41512,1216,-O2
2043795872.425951,1344,-O2
1910135288.90561,1472,-O2
1908778245.556679,1600,-O2
1663586584.8902206,1728,-O2
1650402632.7432704,1856,-O2
1333049679.9042206,1984,-O2
